chrom	start	end	gene_name	strand	tss	mean_beta	n_cpg
chr8	91729078	91730078		-	91730078	0.9554959287322108	47
chr8	91769093	91770093		-	91770093	0.0109375	64
chr8	91915994	91916994		-	91916994	0.4618543971992247	87
chr8	91915600	91916600		+	91916600	0.6558404510610393	74
chr8	91936989	91937989		-	91937989	0.6534949397952409	51
chr8	92077913	92078913		-	92078913	0.8677995737206264	12
chr8	92109315	92110315		-	92110315	0.04078927025355596	28
chr8	92164782	92165782		-	92165782	0.13741496598639455	7
chr8	92194114	92195114		-	92195114	0.0049568124010314655	55
chr8	92194268	92195268		+	92195268	0.005251083339318632	60
chr8	92226543	92227543		+	92227543	0.8527777777777779	6
chr8	92281214	92282214		+	92282214	0.19653679653679654	6
chr8	92329421	92330421		+	92330421	0.8105294878732379	16
chr8	92333432	92334432		+	92334432	0.9390292979966893	14
chr8	92384337	92385337		+	92385337	0.667125350140056	10
chr8	92588085	92589085		-	92589085	0.5807051720209615	11
chr8	92718937	92719937		+	92719937	0.2051282051282051	6
chr8	93034345	93035345		-	93035345	0.4703525641025641	8
chr8	93041436	93042436		+	93042436	0.12012987012987011	7
chr8	93227496	93228496		-	93228496	0.061127508854781576	77
chr8	93268563	93269563		-	93269563	0.7696304675144622	44
chr8	93291652	93292652		-	93292652	0.6664194336023712	32
chr8	93537570	93538570		-	93538570	0.1432952786377709	8
chr8	93579591	93580591		-	93580591	0.09373171490818549	15
chr8	93633687	93634687		-	93634687	0.1102081493385841	10
chr8	93779409	93780409		-	93780409	0.43921146726576593	13
chr8	93792593	93793593		+	93793593	0.5625	4
chr8	93909971	93910971		-	93910971	0.3350694444444444	8
chr8	94141549	94142549		-	94142549	0.5763321128829814	13
chr8	94096500	94097500		+	94097500	0.15833333333333333	4
chr8	94153633	94154633		+	94154633	0.0	6
chr8	94290653	94291653		-	94291653	0.5986199514770943	35
chr8	94280788	94281788		+	94281788	0.48063566335625163	8
chr8	94349708	94350708		+	94350708	0.6791115611804373	63
chr8	94464035	94465035		-	94465035	0.17191100566100564	10
chr8	94824501	94825501		-	94825501	0.31615875325779097	43
chr8	94619652	94620652		+	94620652	0.7018504398012693	73
chr8	94769330	94770330		+	94770330	0.8101240066878216	24
chr8	94824617	94825617		+	94825617	0.21093772261157318	36
chr8	94865011	94866011		-	94866011	0.0029761904761904747	72
chr8	94864112	94865112		+	94865112	0.002857142857142856	25
chr8	94865084	94866084		+	94866084	0.004130808950086058	83
chr8	94878828	94879828		+	94879828	0.350960472387484	43
chr8	94973532	94974532		+	94974532	0.797530165912519	11
chr8	95040729	95041729		-	95041729	0.027212799021309655	47
chr8	95040204	95041204		-	95041204	0.43333333333333335	6
chr8	95041004	95042004		+	95042004	0.009337606837606836	50
chr8	95066959	95067959		-	95067959	0.820300306034378	38
chr8	95081802	95082802		-	95082802	0.8398091853798375	40
chr8	95140731	95141731		+	95141731	0.8618320804105118	18
chr8	95341140	95342140		-	95342140	0.792066410220265	29
chr8	95267682	95268682		+	95268682	0.49461996336996333	4
chr8	95326925	95327925		-	95327925	0.7207509189726682	20
chr8	95351949	95352949		-	95352949	0.8894639780509345	23
chr8	95386192	95387192		-	95387192	0.31465835092726263	53
chr8	95435782	95436782		-	95436782	0.28252997002997	7
chr8	95476784	95477784		+	95477784	0.8876939033189033	8
chr8	95598948	95599948		-	95599948	0.004901960784313724	46
chr8	95560784	95561784		-	95561784	0.4429299951256473	15
chr8	95677291	95678291		-	95678291	0.005442176870748298	49
chr8	95677534	95678534		+	95678534	0.004861111111111111	64
chr8	95688835	95689835		+	95689835	0.8921878420938569	28
chr8	95763403	95764403		-	95764403	0.948549451522804	124
chr8	95765110	95766110		+	95766110	0.9424006368797956	82
chr8	95843894	95844894		+	95844894	0.03316519789734075	56
chr8	95947259	95948259		+	95948259	0.03791434796589436	97
chr8	96020675	96021675		-	96021675	0.0053908355795148225	53
chr8	96015203	96016203		+	96016203	0.869688383716597	11
chr8	96019780	96020780		+	96020780	0.0	31
chr8	96030108	96031108		-	96031108	0.753263272304491	18
chr8	96073374	96074374		-	96074374	0.6450162445488606	98
chr8	96179167	96180167		+	96180167	0.8063921143491781	19
chr8	96188389	96189389		+	96189389	0.6729457735891559	24
chr8	96197462	96198462		-	96198462	0.9160388105278177	45
chr8	96196533	96197533		-	96197533	0.8783865257549468	20
chr8	96197276	96198276		-	96198276	0.8843103351327036	12
chr8	96197193	96198193		+	96198193	0.8788435979225454	11
chr8	96258033	96259033		+	96259033	0.3880149799728917	46
chr8	96282409	96283409		+	96283409	0.884004884004884	6
chr8	96340628	96341628		-	96341628	0.7539301144373609	18
chr8	96393457	96394457		-	96394457	0.09659034922869737	44
chr8	96393091	96394091		+	96394091	0.24582444348430066	34
chr8	96393994	96394994		-	96394994	0.0028011204481792704	51
chr8	96723268	96724268		+	96724268	0.1929824561403509	3
chr8	97065239	97066239		+	97066239	0.03409090909090909	11
chr8	97073027	97074027		-	97074027	0.1558946608946609	20
chr8	97129122	97130122		+	97130122	0.11934365073505343	26
chr8	97194390	97195390		-	97195390	0.30104166666666665	8
chr8	97252123	97253123		-	97253123	0.24026105634561515	16
chr8	97285137	97286137		-	97286137	0.5478571428571428	30
chr8	97289200	97290200		+	97290200	0.20191197691197693	18
chr8	97359880	97360880		-	97360880	0.002857142857142856	50
chr8	97359944	97360944		+	97360944	0.0028011204481792704	51
chr8	97386331	97387331		-	97387331	0.005555555555555556	36
chr8	97386619	97387619		+	97387619	0.004878048780487805	41
chr8	97408141	97409141		-	97409141	0.9777777777777779	9
chr8	97512112	97513112		-	97513112	0.8107120077818882	28
chr8	97544470	97545470		+	97545470	0.8626618335011448	41
chr8	97555855	97556855		-	97556855	0.44901960784313727	8
chr8	97618531	97619531		+	97619531	0.09733476933961699	38
chr8	97662888	97663888		+	97663888	0.9382859504748645	26
chr8	97769965	97770965		+	97770965	0.8339388842547732	69
chr8	97918040	97919040		-	97919040	0.3847744360902256	14
chr8	98571171	98572171		-	98572171	0.7770757020757021	49
chr8	98275209	98276209		+	98276209	0.5765161227661226	20
chr8	98402693	98403693		-	98403693	0.8910364283363426	141
chr8	98482999	98483999		+	98483999	0.2901098901098901	7
chr8	98637719	98638719		+	98638719	0.33182894369869154	14
chr8	98749585	98750585		-	98750585	0.9052132912827144	59
chr8	98768666	98769666		+	98769666	0.6210326218685128	45
chr8	98900254	98901254		-	98901254	0.2070986245848378	64
chr8	98900266	98901266		+	98901266	0.17863987259412098	63
chr8	98978425	98979425		-	98979425	0.8845204274891775	16
chr8	98983505	98984505		-	98984505	0.909086819056981	27
chr8	98989521	98990521		+	98990521	0.8532625870861166	10
chr8	98993564	98994564		+	98994564	0.7839898721126893	35
chr8	99074170	99075170		+	99075170	0.9612614237614238	9
chr8	99170037	99171037		-	99171037	0.0	68
chr8	99166701	99167701		-	99167701	0.8508843050299634	42
chr8	99173346	99174346		+	99174346	0.9513457582098593	44
chr8	99189058	99190058		+	99190058	0.8380771746572145	48
chr8	99241661	99242661		-	99242661	0.009873634611265794	29
chr8	99241782	99242782		+	99242782	0.0069837903347977565	41
chr8	99265709	99266709		+	99266709	0.722542138793057	21
chr8	99300949	99301949		+	99301949	0.8575985446177755	26
chr8	99418709	99419709		-	99419709	0.06967930029154518	49
chr8	99316793	99317793		-	99317793	0.7721855123815908	12
chr8	99379395	99380395		+	99380395	0.834624037578583	11
chr8	100066333	100067333		-	100067333	0.9312053479659987	160
chr8	99492000	99493000		+	99493000	0.4957575757575758	5
chr8	99518228	99519228		-	99519228	0.9055555555555556	3
chr8	99538274	99539274		-	99539274	0.7064266615737205	17
chr8	99551415	99552415		+	99552415	0.6586086298273869	41
chr8	99587139	99588139		-	99588139	0.8562638922442845	18
chr8	99753089	99754089		+	99754089	0.9199275362318841	4
chr8	99906154	99907154		+	99907154	0.37586252496712647	8
chr8	100029449	100030449		-	100030449	0.9359703294317562	53
chr8	100030240	100031240		-	100031240	0.9065099474266834	52
chr8	100045278	100046278		-	100046278	0.7560966810966812	12
chr8	100066333	100067333		-	100067333	0.9312053479659987	160
chr8	100068164	100069164		+	100069164	0.036872841868577	49
chr8	100079533	100080533		+	100080533	0.8638775922568972	57
chr8	100136764	100137764		-	100137764	0.052297038710082185	44
chr8	100136764	100137764		-	100137764	0.052297038710082185	44
chr8	100137008	100138008		+	100138008	0.02919146825396825	48
chr8	100358436	100359436		-	100359436	0.930766064560531	33
chr8	100465880	100466880		-	100466880	0.864165464165464	22
chr8	100472301	100473301		-	100473301	0.8196528043035396	16
chr8	100660724	100661724		-	100661724	0.7890873015873016	14
chr8	100660855	100661855		-	100661855	0.8017151251526251	16
chr8	100738062	100739062		-	100739062	0.708953168044077	11
chr8	100813550	100814550		-	100814550	0.8956763474620619	14
chr8	100819879	100820879		+	100820879	0.9375	4
chr8	101017666	101018666		-	101018666	0.0011961722488038277	76
chr8	101229841	101230841		-	101230841	0.9593360770736452	94
chr8	101128484	101129484		+	101129484	0.5771367521367522	6
chr8	101274344	101275344		-	101275344	0.1752886002886003	39
chr8	101274410	101275410		+	101275410	0.1553694411648957	44
chr8	101281817	101282817		+	101282817	0.47150762327074774	46
chr8	101289324	101290324		-	101290324	0.9631290954091025	26
chr8	101344053	101345053		-	101345053	0.8549548084784154	20
chr8	101459987	101460987		-	101460987	0.943046719362509	19
chr8	101460090	101461090		+	101461090	0.9559506078098755	37
chr8	101506551	101507551		+	101507551	0.7000000000000001	6
chr8	101556168	101557168		-	101557168	0.5937056182121973	12
chr8	101556092	101557092		+	101557092	0.6983594402673351	10
chr8	101604606	101605606		+	101605606	0.7634856371698477	19
chr8	101684789	101685789		-	101685789	0.015749007936507936	32
chr8	101676781	101677781		-	101677781	0.8437369647895964	19
chr8	101788632	101789632		-	101789632	0.8987160500318395	38
chr8	101743581	101744581		+	101744581	0.7753552519032394	19
chr8	101788610	101789610		+	101789610	0.8954469141969141	40
chr8	101808533	101809533		+	101809533	0.9627886410974646	14
chr8	101847145	101848145		-	101848145	0.0	44
chr8	101828085	101829085		-	101829085	0.8220594620568821	18
chr8	101864969	101865969		-	101865969	0.8825312062360923	26
chr8	101901882	101902882		-	101902882	0.7180057988107523	18
chr8	101956858	101957858		-	101957858	0.9463830812045098	28
chr8	102020452	102021452		+	102021452	0.8614206306513998	13
chr8	102078082	102079082		-	102079082	0.0018761726078799243	41
chr8	102082583	102083583		+	102083583	0.884814550026025	62
chr8	102133678	102134678		+	102134678	0.7269841269841271	5
chr8	102176786	102177786		+	102177786	0.5049670060923258	21
chr8	102251622	102252622		-	102252622	0.27950588837685614	31
chr8	102253137	102254137		+	102254137	0.7574730824730824	26
chr8	102262692	102263692		+	102263692	0.7662471360457294	42
chr8	102273055	102274055		-	102274055	0.8221617016024911	16
chr8	102294957	102295957		-	102295957	0.8884068403772837	14
chr8	102330941	102331941		-	102331941	0.0075757575757575725	22
chr8	102338478	102339478		+	102339478	0.5127329192546584	5
chr8	102349293	102350293		-	102350293	0.8941020618798454	65
chr8	102387658	102388658		-	102388658	0.9041023107451968	54
chr8	102432081	102433081		+	102433081	0.8033607636116287	17
chr8	102436837	102437837		+	102437837	0.5898326210826211	18
chr8	102469007	102470007		+	102470007	0.7745831836292362	24
chr8	102491781	102492781		-	102492781	0.8204212454212455	14
chr8	102493609	102494609		+	102494609	0.6519250560262618	28
chr8	102517956	102518956		-	102518956	0.5366056695686998	17
chr8	102517829	102518829		+	102518829	0.7251993888464476	25
chr8	102522634	102523634		-	102523634	0.7062721009149581	14
chr8	102617139	102618139		+	102618139	0.843599132576367	60
chr8	102654345	102655345		-	102655345	0.8927946875517208	23
chr8	102687225	102688225		-	102688225	0.9165007307270735	7
chr8	103249775	103250775		-	103250775	0.012383900928792569	19
chr8	102972219	102973219		-	102973219	0.3178308823529412	4
chr8	102997438	102998438		-	102998438	0.4298284770923452	21
chr8	103032801	103033801		+	103033801	0.7110510798522308	12
chr8	103109285	103110285		+	103110285	0.6335317460317461	9
chr8	103188668	103189668		+	103189668	0.8383707509094508	12
chr8	103250299	103251299		+	103251299	0.7016314329522222	14
chr8	103363861	103364861		-	103364861	0.0	9
chr8	103364350	103365350		+	103365350	0.013888888888888886	21
chr8	103367518	103368518		-	103368518	0.8755325084272453	19
chr8	103513547	103514547		-	103514547	0.8593537274035995	23
chr8	103537249	103538249		+	103538249	0.06666666666666667	3
chr8	103546108	103547108		+	103547108	0.8631901093276914	41
chr8	103576674	103577674		+	103577674	0.8455529600840698	31
chr8	103628722	103629722		+	103629722	0.7619472890370723	8
chr8	103653795	103654795		+	103654795	0.6035943029044634	55
chr8	103658313	103659313		-	103659313	0.873155037978087	10
chr8	103659583	103660583		+	103660583	0.642035003180514	8
chr8	103677918	103678918		-	103678918	0.7554602317760213	9
chr8	103678878	103679878		+	103679878	0.8317168550403844	25
chr8	103749572	103750572		-	103750572	0.8692109060530112	19
chr8	103782970	103783970		-	103783970	0.013888888888888883	12
chr8	103783492	103784492		+	103784492	0.009803921568627447	17
chr8	103807370	103808370		-	103808370	0.6819030084122963	16
chr8	103813057	103814057		-	103814057	0.7884473919800006	18
chr8	103816166	103817166		-	103817166	0.8290519733534439	8
chr8	103916271	103917271		-	103917271	0.8404752411331359	15
chr8	103934047	103935047		+	103935047	0.31806637806637805	15
chr8	103991441	103992441		-	103992441	0.004480286738351251	31
chr8	103991511	103992511		+	103992511	0.005744949494949492	40
chr8	104021168	104022168		-	104022168	0.8079804442438132	11
chr8	104051577	104052577		-	104052577	0.854240997125414	18
chr8	104143615	104144615		+	104144615	0.8671822177146721	12
chr8	104148046	104149046		+	104149046	0.2117348660111818	38
chr8	104212604	104213604		+	104213604	0.8843087070022054	10
chr8	104214047	104215047		+	104215047	0.7928725062939677	14
chr8	104215733	104216733		+	104216733	0.6798392332641559	18
chr8	104218204	104219204		+	104219204	0.826199494949495	12
chr8	104247979	104248979		+	104248979	0.6650153278339186	8
chr8	104268291	104269291		-	104269291	0.6848164181497515	27
chr8	104267673	104268673		+	104268673	0.6942095261060778	29
chr8	104281563	104282563		+	104282563	0.5062054804604564	23
chr8	104299084	104300084		-	104300084	0.47776679841897235	4
chr8	104425767	104426767		-	104426767	0.28095921467039014	31
chr8	104425439	104426439		+	104426439	0.6219917051186401	24
chr8	104435922	104436922		+	104436922	0.7017094017094017	5
chr8	104498185	104499185		+	104499185	0.9422374025057555	112
chr8	104511600	104512600		+	104512600	0.8477225672877846	5
chr8	104541756	104542756		-	104542756	0.007620731758662792	58
chr8	104542034	104543034		+	104543034	0.002891844997108154	76
chr8	104628509	104629509		-	104629509	0.13381642512077294	69
chr8	104627207	104628207		+	104628207	0.030082417582417583	52
chr8	104686150	104687150		-	104687150	0.08874458874458872	8
chr8	104695589	104696589		-	104696589	0.3594771241830065	4
chr8	104785840	104786840		+	104786840	0.07097288676236042	8
chr8	104791888	104792888		+	104792888	0.09999999999999999	3
chr8	104894834	104895834		+	104895834	0.5787227433060766	18
chr8	105132462	105133462		-	105133462	0.17777777777777778	3
chr8	105204595	105205595		-	105205595	0.6836491939433115	17
chr8	105238209	105239209		-	105239209	0.642960588793922	9
chr8	105402904	105403904		-	105403904	0.7368055555555555	8
chr8	105450021	105451021		-	105451021	0.4225559163059163	12
chr8	105466316	105467316		+	105467316	0.7108655319835444	14
chr8	105593550	105594550		-	105594550	0.9037191463507253	152
chr8	105554797	105555797		+	105555797	0.7113761056235973	26
chr8	105592264	105593264		+	105593264	0.6150614091790562	7
chr8	105610965	105611965		-	105611965	0.8086528550814265	14
chr8	105715700	105716700		-	105716700	0.013605442176870743	35
chr8	105692507	105693507		+	105693507	0.883980187840482	24
chr8	105953829	105954829		+	105954829	0.31920118924762886	7
chr8	106012501	106013501		-	106013501	0.32729932928268834	16
chr8	106111348	106112348		-	106112348	0.6851851851851852	6
chr8	106137529	106138529		+	106138529	0.4102678571428572	8
chr8	106275368	106276368		-	106276368	0.6851851851851851	3
chr8	106315110	106316110		-	106316110	0.37081846724703865	14
chr8	106324002	106325002		-	106325002	0.25880198233139406	6
chr8	106414816	106415816		-	106415816	0.7145403615991852	6
chr8	106444856	106445856		+	106445856	0.8504295060410813	43
chr8	106660942	106661942		-	106661942	0.25946275946275943	3
chr8	106664950	106665950		-	106665950	0.8935447593342332	14
chr8	106684064	106685064		-	106685064	0.957716049382716	6
chr8	106864316	106865316		-	106865316	0.8827708006279434	14
chr8	107187448	107188448		-	107188448	0.39214241877285355	18
chr8	107282446	107283446		-	107283446	0.3364608310132607	15
chr8	107342809	107343809		+	107343809	0.8246560846560846	18
chr8	107397438	107398438		+	107398438	0.4142915190139854	32
chr8	107784843	107785843		-	107785843	0.03741496598639455	35
chr8	107825215	107826215		-	107826215	0.8748107456698788	19
chr8	107856655	107857655		-	107857655	0.6499999999999999	5
chr8	107897048	107898048		-	107898048	0.8439986642805271	36
chr8	107935923	107936923		-	107936923	0.6522373742396367	13
chr8	108018749	108019749		+	108019749	0.6206136535877914	10
chr8	108292948	108293948		-	108293948	0.8233945716401857	36
chr8	108300400	108301400		-	108301400	0.6544894433052327	11
chr8	108624564	108625564		-	108625564	0.007181094137615876	37
chr8	108379654	108380654		+	108380654	0.7234105763517529	3
chr8	108774817	108775817		+	108775817	0.6333333333333333	3
chr8	108906309	108907309		-	108907309	0.49729279979279983	11
chr8	109011994	109012994		+	109012994	0.46245064227520366	9
chr8	109211087	109212087		-	109212087	0.017057049063969477	85
chr8	109110473	109111473		+	109111473	0.41852564102564105	6
chr8	109259724	109260724		-	109260724	0.8707210098491612	84
chr8	109376212	109377212		-	109377212	0.006800918565624448	74
chr8	109570953	109571953		-	109571953	0.057845406681190994	36
chr8	109506991	109507991		-	109507991	0.8212159197012138	20
chr8	109571104	109572104		+	109572104	0.05480091159270726	38
chr8	109700122	109701122		+	109701122	0.8986823179046817	17
chr8	109915112	109916112		-	109916112	0.059819742851417064	52
chr8	109773124	109774124		+	109774124	0.841890521758943	10
chr8	109898593	109899593		-	109899593	0.7222222222222222	4
chr8	110076450	110077450		-	110077450	0.7583458208458208	8
chr8	110097809	110098809		-	110098809	0.15609561716281084	11
chr8	110214118	110215118		+	110215118	0.377034827406681	12
chr8	110461629	110462629		-	110462629	0.003938356164383561	73
chr8	110461888	110462888		+	110462888	0.004924036896364623	97
chr8	110490004	110491004		+	110491004	0.8642425704446165	46
chr8	110543567	110544567		+	110544567	0.24914529914529912	6
chr8	110667288	110668288		+	110668288	0.2306000149338965	32
chr8	110819184	110820184		-	110820184	0.7051332609802632	104
chr8	110771704	110772704		+	110772704	0.31301977321038904	22
chr8	110905533	110906533		+	110906533	0.025793650793650785	6
chr8	111001614	111002614		-	111002614	0.28571428571428564	6
chr8	111030749	111031749		-	111031749	0.4499341238471673	9
chr8	111103410	111104410		-	111104410	0.1642227578515667	19
chr8	111233634	111234634		-	111234634	0.065	5
chr8	111683011	111684011		+	111684011	0.3395989974937343	7
chr8	111937505	111938505		-	111938505	0.3672988122988123	10
chr8	112062158	112063158		-	112063158	0.31696041525964797	15
chr8	112062579	112063579		+	112063579	0.4746061513666048	22
chr8	112155030	112156030		-	112156030	0.3388344988344988	5
chr8	112363472	112364472		-	112364472	0.2793703007518797	4
chr8	112301387	112302387		+	112302387	0.359345892203035	14
chr8	112307009	112308009		-	112308009	0.14510869565217388	4
chr8	112313851	112314851		-	112314851	0.95	4
chr8	112352905	112353905		+	112353905	0.8358750728187646	24
chr8	112500773	112501773		+	112501773	0.51875	8
chr8	112504737	112505737		+	112505737	0.20666666666666664	5
chr8	112745701	112746701		-	112746701	0.12589285714285714	6
chr8	112865860	112866860		+	112866860	0.4607411604992874	12
chr8	113272849	113273849		-	113273849	0.3062062937062937	8
chr8	114560864	114561864		-	114561864	0.18513801013801012	42
chr8	113662894	113663894		+	113663894	0.14525252525252524	5
chr8	113687980	113688980		-	113688980	0.37770562770562766	4
chr8	113767466	113768466		+	113768466	0.2130952380952381	8
chr8	114380101	114381101		-	114381101	0.2796296296296296	3
chr8	114500569	114501569		+	114501569	0.3702547323277137	14
chr8	114556111	114557111		+	114557111	0.7905223880485485	27
chr8	115435112	115436112		-	115436112	0.45943813131313127	8
chr8	115442687	115443687		-	115443687	0.103517316017316	7
chr8	115917925	115918925		-	115918925	0.5123560263266146	14
chr8	116096587	116097587		-	116097587	0.29990356865356865	8
chr8	116795128	116796128		-	116796128	0.0	22
chr8	117004916	117005916		+	117005916	0.3323063614586106	17
chr8	117020329	117021329		+	117021329	0.29330065359477125	6
chr8	117049124	117050124		+	117050124	0.15035714285714286	8
chr8	117451435	117452435		-	117452435	0.38133358181265725	22
chr8	117148964	117149964		-	117149964	0.07561050061050059	10
chr8	117415952	117416952		+	117416952	0.1801470588235294	10
chr8	117575294	117576294		-	117576294	0.3994155763899924	29
chr8	117580509	117581509		+	117581509	0.4714186113041708	14
chr8	117730831	117731831		+	117731831	0.5924477351495986	28
chr8	117893499	117894499		-	117894499	0.2896214709764542	47
chr8	117778420	117779420		+	117779420	0.9489795918367347	7
chr8	117872742	117873742		-	117873742	0.839444338341397	14
chr8	117893648	117894648		+	117894648	0.21010813017391966	56
chr8	117906098	117907098		+	117907098	0.9009702749357922	20
chr8	118001938	118002938		-	118002938	0.014835164835164835	52
chr8	118001585	118002585		+	118002585	0.013595583160800551	69
chr8	118001962	118002962		-	118002962	0.012962962962962963	54
chr8	118065377	118066377		+	118066377	0.7788809523809523	25
chr8	118075095	118076095		-	118076095	0.5180202715371873	25
chr8	118077387	118078387		+	118078387	0.8840543143750549	116
chr8	118145110	118146110		+	118146110	0.5516339869281045	10
chr8	118647872	118648872		-	118648872	0.4892507978176943	55
chr8	118235112	118236112		-	118236112	0.4916713721061547	5
chr8	118291395	118292395		+	118292395	0.6581538461538462	5
chr8	118400881	118401881		+	118401881	0.14653353469142935	6
chr8	118647864	118648864		+	118648864	0.4892507978176943	55
chr8	118650877	118651877		-	118651877	0.9094173434373481	39
chr8	118859541	118860541		-	118860541	0.6928896241900273	24
chr8	118868293	118869293		-	118869293	0.8443625297008753	21
chr8	119239285	119240285		-	119240285	0.001428571428571428	50
chr8	119048321	119049321		-	119049321	0.8898170857572509	36
chr8	119749442	119750442		-	119750442	0.2597605929424111	55
chr8	119408816	119409816		+	119409816	0.7236914434396917	19
chr8	119748479	119749479		+	119749479	0.7527655989932205	23
chr8	119886071	119887071		-	119887071	0.0	3
chr8	119889699	119890699		-	119890699	0.28884576030975523	27
chr8	119989361	119990361		-	119990361	0.23990960020371782	14
chr8	120013485	120014485		-	120014485	0.06555372731843319	6
chr8	120079310	120080310		-	120080310	0.16666666666666666	19
chr8	120079687	120080687		+	120080687	0.14583333333333334	24
chr8	120103937	120104937		+	120104937	0.02222222222222222	5
chr8	120110366	120111366		-	120111366	0.13956876456876455	8
chr8	120196203	120197203		-	120197203	0.29547101449275365	6
chr8	120279459	120280459		+	120280459	0.1603409090909091	10
chr8	120335830	120336830		+	120336830	0.18322169322717569	72
chr8	120374307	120375307		-	120375307	0.003968253968253967	12
chr8	120543781	120544781		-	120544781	0.324465811965812	12
chr8	120515821	120516821		+	120516821	0.08147408147408146	12
chr8	120543917	120544917		+	120544917	0.121875	16
chr8	120608914	120609914		-	120609914	0.6111151248330581	19
chr8	120801252	120802252		-	120802252	0.8985447231304394	106
chr8	120746339	120747339		-	120747339	0.8470162496501051	34
chr8	120799809	120800809		+	120800809	0.5677616501145913	6
chr8	120840016	120841016		-	120841016	0.9197355181050834	23
chr8	120960708	120961708		-	120961708	0.04361017740697543	70
chr8	120960745	120961745		+	120961745	0.03521350293225293	80
chr8	120983743	120984743		-	120984743	0.02631578947368421	19
chr8	120990502	120991502		+	120991502	0.6120543808043808	24
chr8	121001532	121002532		+	121002532	0.385624405132998	49
chr8	121019041	121020041		-	121020041	0.9244882791662304	13
chr8	121197541	121198541		+	121198541	0.668649753024753	16
chr8	121251417	121252417		+	121252417	0.2751276501276501	58
chr8	121572895	121573895		-	121573895	0.04133258046301524	29
chr8	121573163	121574163		+	121574163	0.0014738393515106847	59
chr8	121939214	121940214		-	121940214	0.11123472823472824	75
chr8	121765603	121766603		-	121766603	0.4793650793650793	9
chr8	121888397	121889397		+	121889397	0.5999484883088122	13
chr8	122243157	122244157		-	122244157	0.48700212433765067	16
chr8	122274265	122275265		-	122275265	0.20837961380724535	8
chr8	122291547	122292547		-	122292547	0.35959350086188324	8
chr8	122509752	122510752		-	122510752	0.3880555555555556	6
chr8	122770670	122771670		-	122771670	0.14402500908182725	44
chr8	122768580	122769580		+	122769580	0.4691155997129094	30
chr8	122814061	122815061		-	122815061	0.0289855072463768	3
chr8	123509765	123510765		-	123510765	0.26499933306655993	14
chr8	123698424	123699424		-	123699424	0.6775886468852343	23
chr8	123617198	123618198		-	123618198	0.17816144202013767	16
chr8	123824303	123825303		-	123825303	0.6036719690565845	13
chr8	123801474	123802474		+	123802474	0.5207282913165266	6
chr8	123864203	123865203		-	123865203	0.291811484906114	23
chr8	123899418	123900418		+	123900418	0.9026211408235612	18
chr8	123911775	123912775		-	123912775	0.005346042846042846	104
chr8	123911825	123912825		+	123912825	0.005731839752458308	97
chr8	124049287	124050287		-	124050287	0.9096982735441628	27
chr8	124132711	124133711		+	124133711	0.661608864550041	37
chr8	124172436	124173436		-	124173436	0.00929163429163429	36
chr8	124174848	124175848		+	124175848	0.9003870948799446	52
chr8	124202815	124203815		+	124203815	0.28566169236213873	43
chr8	124253227	124254227		+	124254227	0.776091662966663	12
chr8	124287420	124288420		-	124288420	0.4183043249606717	75
chr8	124309182	124310182		+	124310182	0.6882248657038573	21
chr8	124310661	124311661		-	124311661	0.6228356786501583	13
chr8	124332879	124333879		-	124333879	0.8950913874556409	13
chr8	124345999	124346999		-	124346999	0.9340625647665625	23
chr8	124371514	124372514		-	124372514	0.00706659551903966	53
chr8	124404423	124405423		-	124405423	0.001428571428571428	50
chr8	124366949	124367949		+	124367949	0.8357100408054637	51
chr8	124405678	124406678		-	124406678	0.008333333333333333	24
chr8	124388695	124389695		-	124389695	0.9608429339477728	14
chr8	124392980	124393980		+	124393980	0.9196410566646502	12
chr8	124396883	124397883		-	124397883	0.7891955266955267	10
chr8	124418467	124419467		+	124419467	0.7283233004740358	16
chr8	124546454	124547454		-	124547454	0.4809251623849147	50
chr8	124472499	124473499		+	124473499	0.918497105558509	9
chr8	124478119	124479119		+	124479119	0.789308608058608	14
chr8	124478216	124479216		-	124479216	0.789308608058608	14
chr8	124482392	124483392		+	124483392	0.8831541218637993	31
chr8	124530629	124531629		+	124531629	0.8824680150767107	23
chr8	124546828	124547828		+	124547828	0.38335628040250397	43
chr8	124585202	124586202		-	124586202	0.9342979400168943	27
chr8	124671309	124672309		-	124672309	0.27572523262178433	29
chr8	124718865	124719865		+	124719865	0.7174270904534062	19
chr8	124783919	124784919		-	124784919	0.6238378684807255	14
chr8	124788055	124789055		+	124789055	0.708868908868909	13
chr8	124868625	124869625		-	124869625	0.9260679271708684	8
chr8	124851106	124852106		+	124852106	0.7220634920634922	5
chr8	124899679	124900679		+	124900679	0.07887426900584794	15
chr8	124983226	124984226		+	124984226	0.762710242257456	12
chr8	124997312	124998312		-	124998312	0.8744808407966304	55
chr8	125172172	125173172		-	125173172	0.7040906369642211	21
chr8	125302975	125303975		-	125303975	0.8289029222547228	19
chr8	125273117	125274117		+	125274117	0.6600185528756958	7
chr8	125283289	125284289		+	125284289	0.7744483457718752	10
chr8	125323903	125324903		+	125324903	0.5992471950134488	10
chr8	125378852	125379852		-	125379852	0.8697701149425289	10
chr8	125392093	125393093		+	125393093	0.8727375658761528	16
chr8	125424829	125425829		+	125425829	0.9255675056491728	22
chr8	125504444	125505444		-	125505444	0.0	18
chr8	125582483	125583483		+	125583483	0.07532051282051282	26
chr8	125606270	125607270		-	125607270	0.011993603411513856	67
